InvoiceNo,ItemName,Quantity,Timestamp,Price
INV-20815,Gaming Glasses,1.0,2024-11-01 09:25:32,203.64
INV-20815,Gaming Microphone,3.0,2024-11-01 09:25:32,211.5
INV-20816,Gaming Laptop,2.0,2024-09-19 19:07:24,1359.86
INV-20816,Gaming Laptop,4.0,2024-09-19 19:07:24,1359.86
INV-20816,SSD 1TB,3.0,2024-09-19 19:07:24,1478.21
INV-20816,Motherboard,1.0,2024-09-19 19:07:24,1020.6
INV-20816,RGB Lighting Kit,,2024-09-19 19:07:24,1098.98
INV-20817,Gaming Glasses,4.0,2025-02-19 15:09:34,203.64
INV-20818,VR Headset,2.0,2025-03-10 06:06:27,1786.52
INV-20819,Gaming Glasses,3.0,2024-06-19 18:03:01,203.64
INV-20819,Gaming Laptop,1.0,2024-06-19 18:03:01,1359.86
INV-20820,,3.0,2025-02-14 00:54:23,693.7
INV-20820,CPU Cooler,1.0,2025-02-14 00:54:23,855.41
INV-20821,Streaming Webcam,1.0,2024-05-20 12:22:09,1306.77
INV-20822,Gaming Monitor,1.0,2024-05-11 05:14:51,192.14
INV-20822,SSD 1TB,4.0,2024-05-11 05:14:51,
INV-20822,VR Headset,1.0,2024-05-11 05:14:51,1786.52
INV-20822,Mechanical Keyboard,2.0,2024-05-11 05:14:51,69.52
INV-20822,Streaming Webcam,2.0,2024-05-11 05:14:51,1306.77
INV-20823,Gaming Chair,1.0,2024-08-07 00:17:23,564.56
INV-20823,RGB Lighting Kit,3.0,2024-08-07 00:17:23,1098.98
INV-20823,VR Headset,3.0,2024-08-07 00:17:23,1786.52
INV-20823,Gaming Chair,3.0,2024-08-07 00:17:23,564.56
INV-20824,Streaming Webcam,2.0,2025-03-23 14:12:32,1306.77
INV-20824,Mouse Pad,2.0,2025-03-23 14:12:32,413.7
INV-20824,Mechanical Keyboard,3.0,2025-03-23 14:12:32,69.52
INV-20824,Processor,3.0,2025-03-23 14:12:32,327.85
INV-20825,Streaming Webcam,4.0,2025-03-26 08:24:09,1306.77
INV-20825,VR Headset,1.0,2025-03-26 08:24:09,1786.52
INV-20825,Mechanical Keyboard,3.0,2025-03-26 08:24:09,69.52
INV-20826,Capture Card,1.0,2024-12-04 20:26:23,1186.75
INV-20826,Surround Speakers,4.0,2024-12-04 20:26:23,
INV-20826,Power Supply,4.0,2024-12-04 20:26:23,452.9
INV-20826,Gaming Backpack,3.0,2024-12-04 20:26:23,1698.04
INV-20827,Gaming Mouse,1.0,2025-01-25 11:09:21,1286.07
INV-20827,Gaming Backpack,3.0,2025-01-25 11:09:21,1698.04
INV-20827,Gaming Chair,3.0,2025-01-25 11:09:21,564.56
INV-20828,CPU Cooler,3.0,2024-09-23 02:32:31,855.41
INV-20828,Streaming Webcam,2.0,2024-09-23 02:32:31,1306.77
INV-20829,Gamepad,3.0,2025-03-03 02:17:15,1615.52
INV-20830,Gaming Backpack,4.0,2024-07-13 13:09:23,1698.04
INV-20830,WiFi Router,2.0,2024-07-13 13:09:23,
INV-20830,Mouse Pad,3.0,2024-07-13 13:09:23,413.7
INV-20830,Mechanical Keyboard,3.0,2024-07-13 13:09:23,69.52
INV-20831,Surround Speakers,3.0,2024-05-03 14:46:03,1215.38
INV-20831,Motherboard,1.0,2024-05-03 14:46:03,1020.6
INV-20831,Gaming Chair,4.0,2024-05-03 14:46:03,564.56
INV-20832,External Hard Drive,2.0,2024-11-21 00:42:20,456.47
INV-20832,CPU Cooler,3.0,2024-11-21 00:42:20,855.41
INV-20832,Sound Card,,2024-11-21 00:42:20,693.7
INV-20832,Joystick,4.0,2024-11-21 00:42:20,1402.32
INV-20832,Streaming Webcam,3.0,2024-11-21 00:42:20,1306.77
INV-20833,Gaming Monitor,2.0,2024-08-25 19:00:37,192.14
INV-20833,RAM 32GB,1.0,2024-08-25 19:00:37,686.46
INV-20833,,2.0,2024-08-25 19:00:37,1186.75
INV-20834,Surround Speakers,,2025-04-18 20:29:49,1215.38
INV-20834,Mouse Pad,4.0,2025-04-18 20:29:49,413.7
INV-20834,External Hard Drive,3.0,2025-04-18 20:29:49,456.47
INV-20834,CPU Cooler,4.0,2025-04-18 20:29:49,855.41
INV-20834,RAM 32GB,2.0,2025-04-18 20:29:49,686.46
INV-20835,Gaming Mouse,1.0,2025-03-10 01:32:42,1286.07
INV-20835,Gaming Monitor,1.0,2025-03-10 01:32:42,192.14
INV-20835,Sound Card,2.0,2025-03-10 01:32:42,693.7
INV-20835,Processor,1.0,2025-03-10 01:32:42,327.85
INV-20836,Gaming Mouse,1.0,2024-05-23 09:31:39,1286.07
INV-20836,Joystick,2.0,2024-05-23 09:31:39,1402.32
INV-20837,Motherboard,3.0,2025-03-11 15:38:41,1020.6
INV-20837,Capture Card,4.0,2025-03-11 15:38:41,1186.75
INV-20837,CPU Cooler,1.0,2025-03-11 15:38:41,855.41
INV-20837,Power Supply,1.0,2025-03-11 15:38:41,452.9
INV-20838,Gaming Backpack,2.0,2025-03-24 20:57:51,1698.04
INV-20838,Gaming Headset,3.0,2025-03-24 20:57:51,79.0
INV-20838,Gaming Microphone,1.0,2025-03-24 20:57:51,211.5
INV-20839,Joystick,2.0,2024-07-25 13:48:20,1402.32
INV-20839,Surround Speakers,2.0,2024-07-25 13:48:20,1215.38
INV-20840,Sound Card,1.0,2025-02-19 13:40:12,693.7
INV-20840,SSD 1TB,1.0,2025-02-19 13:40:12,1478.21
INV-20841,Motherboard,2.0,2024-05-31 21:29:18,1020.6
INV-20841,Capture Card,1.0,2024-05-31 21:29:18,1186.75
INV-20842,Gaming Monitor,1.0,2024-06-15 06:54:49,192.14
INV-20842,SSD 1TB,2.0,2024-06-15 06:54:49,1478.21
INV-20842,RAM 16GB,3.0,2024-06-15 06:54:49,1915.28
INV-20843,Gaming Chair,2.0,2024-06-16 13:05:50,
INV-20844,Gaming Glasses,4.0,2024-05-03 04:09:01,203.64
INV-20844,Mouse Pad,2.0,2024-05-03 04:09:01,413.7
INV-20845,Surround Speakers,3.0,2024-09-22 13:55:30,1215.38
INV-20845,VR Headset,2.0,2024-09-22 13:55:30,1786.52
INV-20845,Joystick,2.0,2024-09-22 13:55:30,1402.32
INV-20845,Gaming Headset,1.0,2024-09-22 13:55:30,79.0
INV-20845,WiFi Router,3.0,2024-09-22 13:55:30,32.87
INV-20846,Gaming Microphone,4.0,2025-01-25 06:48:19,211.5
INV-20846,External Hard Drive,4.0,2025-01-25 06:48:19,456.47
INV-20847,Gamepad,4.0,2024-07-20 16:43:46,1615.52
INV-20847,Gaming Backpack,3.0,2024-07-20 16:43:46,1698.04
INV-20847,Mechanical Keyboard,2.0,2024-07-20 16:43:46,69.52
INV-20848,Gaming Chair,3.0,2024-12-15 22:57:39,564.56
INV-20848,Sound Card,3.0,2024-12-15 22:57:39,693.7
INV-20849,Power Supply,3.0,2024-09-06 16:51:15,452.9
INV-20849,RAM 32GB,2.0,2024-09-06 16:51:15,686.46
INV-20849,Streaming Webcam,4.0,2024-09-06 16:51:15,1306.77
INV-20849,Gaming Controller,3.0,2024-09-06 16:51:15,72.54
INV-20850,Surround Speakers,3.0,2024-12-21 21:36:16,1215.38
INV-20851,Gaming Headset,4.0,2024-06-19 04:46:38,79.0
INV-20851,External Hard Drive,4.0,2024-06-19 04:46:38,456.47
INV-20852,Gaming Chair,1.0,2024-12-14 04:47:27,564.56
INV-20852,Gaming Glasses,3.0,2024-12-14 04:47:27,203.64
INV-20852,Gaming Headset,3.0,2024-12-14 04:47:27,79.0
INV-20852,Gaming Monitor,1.0,2024-12-14 04:47:27,192.14
INV-20853,Graphics Card,3.0,2025-03-06 15:47:25,461.96
INV-20853,Surround Speakers,1.0,2025-03-06 15:47:25,1215.38
INV-20853,Joystick,3.0,2025-03-06 15:47:25,1402.32
INV-20854,Gaming Microphone,4.0,2024-05-16 21:20:07,211.5
INV-20854,Joystick,1.0,2024-05-16 21:20:07,1402.32
INV-20855,Gamepad,4.0,2024-11-20 22:46:18,1615.52
INV-20855,Streaming Webcam,1.0,2024-11-20 22:46:18,1306.77
INV-20855,Gaming Mouse,3.0,2024-11-20 22:46:18,1286.07
INV-20855,Power Supply,1.0,2024-11-20 22:46:18,452.9
INV-20856,Gamepad,1.0,2025-01-13 16:13:35,1615.52
INV-20856,External Hard Drive,1.0,2025-01-13 16:13:35,456.47
INV-20856,RAM 16GB,1.0,2025-01-13 16:13:35,1915.28
INV-20856,Gaming Controller,3.0,2025-01-13 16:13:35,72.54
INV-20856,Gamepad,4.0,2025-01-13 16:13:35,1615.52
INV-20857,Gaming Laptop,2.0,2024-11-23 13:32:52,1359.86
INV-20857,Gaming Desk,2.0,2024-11-23 13:32:52,1622.67
INV-20857,Processor,3.0,2024-11-23 13:32:52,327.85
INV-20857,Gaming Microphone,3.0,2024-11-23 13:32:52,211.5
INV-20858,Gaming Controller,4.0,2024-07-03 13:37:22,72.54
INV-20858,Gaming Chair,2.0,2024-07-03 13:37:22,564.56
INV-20858,Surround Speakers,4.0,2024-07-03 13:37:22,1215.38
INV-20858,Mechanical Keyboard,2.0,2024-07-03 13:37:22,69.52
INV-20858,Capture Card,4.0,2024-07-03 13:37:22,1186.75
INV-20859,Gaming Microphone,2.0,2024-05-10 17:50:17,211.5
INV-20859,CPU Cooler,1.0,2024-05-10 17:50:17,855.41
INV-20859,SSD 1TB,2.0,2024-05-10 17:50:17,1478.21
INV-20860,Sound Card,3.0,2024-08-29 02:38:03,693.7
INV-20860,Gaming Glasses,4.0,2024-08-29 02:38:03,203.64
INV-20860,Joystick,4.0,2024-08-29 02:38:03,1402.32
INV-20860,Gamepad,3.0,2024-08-29 02:38:03,1615.52
INV-20861,Gaming Mouse,1.0,2024-10-29 08:57:16,1286.07
INV-20861,Gaming Backpack,4.0,2024-10-29 08:57:16,1698.04
INV-20861,RAM 32GB,3.0,2024-10-29 08:57:16,686.46
INV-20862,RGB Lighting Kit,3.0,2025-04-05 08:46:54,1098.98
INV-20862,Mechanical Keyboard,3.0,2025-04-05 08:46:54,69.52
INV-20863,Gaming Desk,4.0,2024-12-29 16:10:59,1622.67
INV-20863,VR Headset,2.0,2024-12-29 16:10:59,
INV-20863,Power Supply,1.0,2024-12-29 16:10:59,452.9
INV-20863,Streaming Webcam,2.0,2024-12-29 16:10:59,1306.77
INV-20863,Gaming Controller,4.0,2024-12-29 16:10:59,72.54
INV-20864,Mechanical Keyboard,2.0,2024-05-16 01:17:03,69.52
INV-20865,Gaming Desk,4.0,2024-11-27 07:37:20,1622.67
INV-20865,External Hard Drive,3.0,2024-11-27 07:37:20,456.47
INV-20865,External Hard Drive,3.0,2024-11-27 07:37:20,456.47
INV-20865,RAM 16GB,3.0,2024-11-27 07:37:20,1915.28
INV-20866,,1.0,2025-03-18 16:36:24,1098.98
INV-20866,Gaming Mouse,4.0,2025-03-18 16:36:24,1286.07
INV-20866,Sound Card,1.0,2025-03-18 16:36:24,693.7
INV-20866,Gaming Microphone,1.0,2025-03-18 16:36:24,211.5
INV-20866,Power Supply,4.0,2025-03-18 16:36:24,452.9
INV-20867,Mechanical Keyboard,1.0,2024-10-17 14:46:11,69.52
INV-20868,VR Headset,3.0,2024-09-24 01:14:56,1786.52
INV-20868,Mechanical Keyboard,2.0,2024-09-24 01:14:56,69.52
INV-20869,Sound Card,3.0,2024-10-29 07:46:57,693.7
INV-20869,WiFi Router,3.0,2024-10-29 07:46:57,32.87
INV-20869,Gaming Controller,3.0,2024-10-29 07:46:57,72.54
INV-20869,Motherboard,1.0,2024-10-29 07:46:57,1020.6
INV-20869,CPU Cooler,3.0,2024-10-29 07:46:57,855.41
INV-20870,Gaming Desk,2.0,2024-05-15 14:15:18,1622.67
INV-20870,Streaming Webcam,4.0,2024-05-15 14:15:18,1306.77
INV-20870,Gaming Desk,2.0,2024-05-15 14:15:18,1622.67
INV-20871,Gaming Microphone,1.0,2024-05-12 14:28:55,211.5
INV-20871,Surround Speakers,3.0,2024-05-12 14:28:55,1215.38
INV-20871,CPU Cooler,2.0,2024-05-12 14:28:55,855.41
INV-20871,Graphics Card,4.0,2024-05-12 14:28:55,461.96
INV-20872,Gaming Glasses,1.0,2024-12-11 04:58:05,203.64
INV-20872,Power Supply,4.0,2024-12-11 04:58:05,452.9
INV-20872,Gaming Microphone,4.0,2024-12-11 04:58:05,211.5
INV-20872,Gaming Controller,3.0,2024-12-11 04:58:05,72.54
INV-20872,Motherboard,1.0,2024-12-11 04:58:05,1020.6
INV-20873,VR Headset,4.0,2025-01-13 08:24:44,1786.52
INV-20873,Gaming Glasses,4.0,2025-01-13 08:24:44,203.64
INV-20873,Sound Card,4.0,2025-01-13 08:24:44,693.7
INV-20873,Gaming Desk,3.0,2025-01-13 08:24:44,1622.67
INV-20873,Mouse Pad,1.0,2025-01-13 08:24:44,413.7
INV-20874,External Hard Drive,3.0,2025-01-11 17:52:28,456.47
INV-20874,SSD 1TB,2.0,2025-01-11 17:52:28,1478.21
INV-20875,WiFi Router,2.0,2024-07-17 05:11:11,32.87
INV-20875,CPU Cooler,2.0,2024-07-17 05:11:11,855.41
INV-20876,Mouse Pad,2.0,2025-01-17 09:40:39,413.7
INV-20876,Gaming Controller,1.0,2025-01-17 09:40:39,72.54
INV-20877,Power Supply,4.0,2024-12-05 17:25:18,452.9
INV-20877,WiFi Router,3.0,2024-12-05 17:25:18,32.87
INV-20877,Motherboard,1.0,2024-12-05 17:25:18,1020.6
INV-20877,RAM 16GB,4.0,2024-12-05 17:25:18,1915.28
INV-20878,Gaming Glasses,1.0,2025-01-06 04:55:53,203.64
INV-20878,Gaming Chair,4.0,2025-01-06 04:55:53,564.56
INV-20878,Mechanical Keyboard,4.0,2025-01-06 04:55:53,69.52
INV-20878,Streaming Webcam,1.0,2025-01-06 04:55:53,1306.77
INV-20879,Gaming Glasses,4.0,2025-04-20 21:34:35,203.64
INV-20879,Gaming Controller,3.0,2025-04-20 21:34:35,72.54
INV-20879,Gamepad,1.0,2025-04-20 21:34:35,1615.52
INV-20879,SSD 1TB,3.0,2025-04-20 21:34:35,1478.21
INV-20880,Power Supply,2.0,2024-12-09 01:38:39,452.9
INV-20881,External Hard Drive,1.0,2024-08-19 19:15:11,456.47
INV-20881,External Hard Drive,3.0,2024-08-19 19:15:11,456.47
INV-20881,Mechanical Keyboard,1.0,2024-08-19 19:15:11,69.52
INV-20881,Gaming Monitor,2.0,2024-08-19 19:15:11,192.14
INV-20882,Sound Card,3.0,2025-01-29 08:25:36,693.7
INV-20882,Gaming Laptop,4.0,2025-01-29 08:25:36,1359.86
INV-20883,SSD 1TB,1.0,2024-06-24 00:19:42,1478.21
INV-20883,Joystick,4.0,2024-06-24 00:19:42,1402.32
INV-20883,RAM 32GB,2.0,2024-06-24 00:19:42,686.46
INV-20883,CPU Cooler,3.0,2024-06-24 00:19:42,855.41
INV-20883,,2.0,2024-06-24 00:19:42,1306.77
INV-20884,Gaming Mouse,1.0,2024-10-16 17:09:56,1286.07
INV-20884,RAM 32GB,2.0,2024-10-16 17:09:56,686.46
INV-20884,Mouse Pad,2.0,2024-10-16 17:09:56,413.7
INV-20884,,2.0,2024-10-16 17:09:56,192.14
INV-20884,CPU Cooler,2.0,2024-10-16 17:09:56,855.41
INV-20885,Gaming Chair,3.0,2024-10-13 10:19:48,564.56
INV-20885,Power Supply,4.0,2024-10-13 10:19:48,452.9
INV-20885,RAM 16GB,2.0,2024-10-13 10:19:48,1915.28
INV-20886,Joystick,4.0,2024-10-13 12:16:56,1402.32
INV-20886,Graphics Card,1.0,2024-10-13 12:16:56,461.96
INV-20886,VR Headset,2.0,2024-10-13 12:16:56,1786.52
INV-20886,Processor,1.0,2024-10-13 12:16:56,327.85
INV-20886,Sound Card,3.0,2024-10-13 12:16:56,693.7
INV-20887,Gaming Backpack,1.0,2025-02-05 06:31:12,1698.04
INV-20888,Gaming Mouse,2.0,2025-03-10 22:00:24,1286.07
INV-20889,Graphics Card,4.0,2025-03-09 13:14:11,461.96
INV-20889,Gamepad,4.0,2025-03-09 13:14:11,1615.52
INV-20889,Gaming Controller,3.0,2025-03-09 13:14:11,72.54
INV-20889,Gaming Headset,2.0,2025-03-09 13:14:11,79.0
INV-20890,Gaming Microphone,3.0,2025-04-16 03:08:52,211.5
INV-20890,RAM 16GB,4.0,2025-04-16 03:08:52,1915.28
INV-20891,Gaming Microphone,3.0,2024-09-22 00:12:57,211.5
INV-20891,Sound Card,1.0,2024-09-22 00:12:57,693.7
INV-20892,Graphics Card,2.0,2024-10-24 07:14:01,461.96
INV-20892,Gaming Chair,3.0,2024-10-24 07:14:01,564.56
INV-20892,CPU Cooler,,2024-10-24 07:14:01,855.41
INV-20893,Gaming Monitor,2.0,2025-04-14 02:38:22,192.14
INV-20894,Gaming Laptop,4.0,2025-03-16 17:36:18,1359.86
INV-20894,Gaming Glasses,4.0,2025-03-16 17:36:18,203.64
INV-20895,Streaming Webcam,1.0,2024-06-16 11:02:56,1306.77
INV-20895,RAM 16GB,4.0,2024-06-16 11:02:56,1915.28
INV-20895,Gaming Mouse,1.0,2024-06-16 11:02:56,1286.07
INV-20896,SSD 1TB,2.0,2024-09-15 12:31:02,1478.21
INV-20896,Graphics Card,4.0,2024-09-15 12:31:02,461.96
INV-20896,Joystick,4.0,2024-09-15 12:31:02,1402.32
INV-20896,,2.0,2024-09-15 12:31:02,1186.75
INV-20897,Gaming Microphone,3.0,2024-09-08 07:19:07,211.5
INV-20897,Streaming Webcam,1.0,2024-09-08 07:19:07,1306.77
INV-20897,Motherboard,,2024-09-08 07:19:07,1020.6
INV-20898,Joystick,4.0,2025-02-04 19:11:16,1402.32
INV-20898,RGB Lighting Kit,3.0,2025-02-04 19:11:16,1098.98
INV-20898,Gaming Desk,3.0,2025-02-04 19:11:16,
INV-20898,Gaming Backpack,2.0,2025-02-04 19:11:16,1698.04
INV-20898,Gaming Laptop,4.0,2025-02-04 19:11:16,1359.86
INV-20899,Power Supply,4.0,2024-05-11 03:24:39,452.9
INV-20900,Gaming Monitor,4.0,2024-08-14 01:44:23,192.14
INV-20900,External Hard Drive,2.0,2024-08-14 01:44:23,456.47
INV-20900,Gaming Glasses,3.0,2024-08-14 01:44:23,203.64
INV-20901,Streaming Webcam,3.0,2024-06-09 12:11:01,1306.77
INV-20901,External Hard Drive,2.0,2024-06-09 12:11:01,456.47
INV-20902,Gaming Laptop,4.0,2025-01-21 14:49:04,1359.86
INV-20902,Gaming Mouse,2.0,2025-01-21 14:49:04,1286.07
INV-20903,Gaming Backpack,1.0,2024-09-29 01:00:04,1698.04
INV-20903,Capture Card,4.0,2024-09-29 01:00:04,1186.75
INV-20903,,2.0,2024-09-29 01:00:04,1622.67
INV-20904,VR Headset,1.0,2024-09-19 22:01:36,1786.52
INV-20904,Gaming Microphone,,2024-09-19 22:01:36,211.5
INV-20904,CPU Cooler,4.0,2024-09-19 22:01:36,855.41
INV-20904,RAM 16GB,1.0,2024-09-19 22:01:36,1915.28
INV-20905,Gaming Desk,4.0,2025-02-19 11:03:44,1622.67
INV-20906,VR Headset,2.0,2024-10-28 08:48:40,1786.52
INV-20906,Gaming Glasses,3.0,2024-10-28 08:48:40,203.64
INV-20906,Joystick,4.0,2024-10-28 08:48:40,1402.32
INV-20906,Power Supply,2.0,2024-10-28 08:48:40,452.9
INV-20907,Mouse Pad,3.0,2025-01-18 17:38:07,413.7
INV-20907,Power Supply,2.0,2025-01-18 17:38:07,452.9
INV-20908,Gaming Headset,3.0,2024-08-27 23:18:57,79.0
INV-20908,RGB Lighting Kit,3.0,2024-08-27 23:18:57,1098.98
INV-20908,Gaming Backpack,4.0,2024-08-27 23:18:57,1698.04
INV-20908,Gaming Controller,2.0,2024-08-27 23:18:57,72.54
INV-20908,Gaming Chair,1.0,2024-08-27 23:18:57,564.56
INV-20909,Surround Speakers,4.0,2024-08-05 10:10:24,1215.38
INV-20909,Motherboard,3.0,2024-08-05 10:10:24,1020.6
INV-20909,Capture Card,3.0,2024-08-05 10:10:24,1186.75
INV-20909,Power Supply,4.0,2024-08-05 10:10:24,452.9
INV-20909,Sound Card,1.0,2024-08-05 10:10:24,693.7
INV-20910,Joystick,2.0,2024-11-05 05:21:44,1402.32
INV-20911,Processor,4.0,2024-08-12 10:33:57,327.85
INV-20911,Gaming Microphone,3.0,2024-08-12 10:33:57,211.5
INV-20911,Gaming Headset,1.0,2024-08-12 10:33:57,79.0
INV-20911,Graphics Card,2.0,2024-08-12 10:33:57,461.96
INV-20911,Gaming Glasses,1.0,2024-08-12 10:33:57,203.64
INV-20912,RAM 32GB,4.0,2025-04-12 04:25:40,686.46
INV-20913,Gaming Laptop,3.0,2024-07-02 09:03:53,1359.86
INV-20913,RGB Lighting Kit,3.0,2024-07-02 09:03:53,1098.98
INV-20913,Gaming Microphone,4.0,2024-07-02 09:03:53,211.5
INV-20913,Graphics Card,4.0,2024-07-02 09:03:53,461.96
INV-20913,Motherboard,2.0,2024-07-02 09:03:53,1020.6
INV-20914,Mouse Pad,4.0,2024-05-22 19:21:05,413.7
INV-20914,Joystick,1.0,2024-05-22 19:21:05,1402.32
INV-20914,Gaming Mouse,3.0,2024-05-22 19:21:05,1286.07
INV-20915,Capture Card,3.0,2025-02-09 08:30:48,1186.75
INV-20915,Gaming Backpack,3.0,2025-02-09 08:30:48,1698.04
INV-20915,Gaming Monitor,3.0,2025-02-09 08:30:48,192.14
INV-20916,Gaming Glasses,3.0,2024-07-13 18:12:10,203.64
INV-20916,Gaming Glasses,1.0,2024-07-13 18:12:10,203.64
INV-20916,Gaming Glasses,2.0,2024-07-13 18:12:10,203.64
INV-20917,Streaming Webcam,1.0,2025-02-08 05:39:27,1306.77
INV-20917,RAM 32GB,2.0,2025-02-08 05:39:27,686.46
INV-20918,Graphics Card,1.0,2025-04-16 16:26:29,461.96
INV-20919,CPU Cooler,4.0,2024-08-03 02:24:16,855.41
INV-20919,Gaming Glasses,3.0,2024-08-03 02:24:16,203.64
INV-20919,Capture Card,2.0,2024-08-03 02:24:16,1186.75
INV-20919,Gaming Chair,4.0,2024-08-03 02:24:16,564.56
INV-20920,CPU Cooler,3.0,2025-04-02 04:02:15,855.41
INV-20921,RAM 16GB,3.0,2024-07-18 13:00:57,
INV-20921,,1.0,2024-07-18 13:00:57,686.46
INV-20921,Gaming Desk,3.0,2024-07-18 13:00:57,1622.67
INV-20921,Mechanical Keyboard,1.0,2024-07-18 13:00:57,69.52
INV-20921,Sound Card,3.0,2024-07-18 13:00:57,693.7
INV-20922,External Hard Drive,4.0,2024-11-15 19:50:18,456.47
INV-20922,Power Supply,3.0,2024-11-15 19:50:18,452.9
INV-20922,Gaming Glasses,1.0,2024-11-15 19:50:18,203.64
INV-20922,Gaming Chair,4.0,2024-11-15 19:50:18,564.56
INV-20922,Motherboard,4.0,2024-11-15 19:50:18,1020.6
INV-20923,Gamepad,2.0,2024-11-25 18:26:40,1615.52
INV-20923,Gaming Headset,2.0,2024-11-25 18:26:40,79.0
INV-20924,Mouse Pad,2.0,2025-01-24 03:24:02,413.7
INV-20924,Gaming Mouse,4.0,2025-01-24 03:24:02,1286.07
INV-20924,Power Supply,3.0,2025-01-24 03:24:02,452.9
INV-20924,Surround Speakers,4.0,2025-01-24 03:24:02,1215.38
INV-20924,Capture Card,1.0,2025-01-24 03:24:02,1186.75
INV-20925,Gaming Mouse,1.0,2024-08-07 15:01:38,1286.07
INV-20925,SSD 1TB,2.0,2024-08-07 15:01:38,1478.21
INV-20925,RGB Lighting Kit,1.0,2024-08-07 15:01:38,1098.98
INV-20925,VR Headset,1.0,2024-08-07 15:01:38,1786.52
INV-20926,Streaming Webcam,3.0,2024-08-18 19:44:01,1306.77
INV-20927,RAM 16GB,4.0,2025-02-23 20:07:05,1915.28
INV-20928,CPU Cooler,4.0,2024-09-30 00:58:19,855.41
INV-20928,Gaming Microphone,3.0,2024-09-30 00:58:19,211.5
INV-20928,Power Supply,1.0,2024-09-30 00:58:19,452.9
INV-20928,Gaming Monitor,4.0,2024-09-30 00:58:19,192.14
INV-20929,Processor,1.0,2024-09-22 02:52:08,327.85
INV-20929,VR Headset,1.0,2024-09-22 02:52:08,1786.52
INV-20929,Gaming Controller,1.0,2024-09-22 02:52:08,72.54
INV-20929,Gaming Headset,1.0,2024-09-22 02:52:08,79.0
INV-20929,Gaming Chair,4.0,2024-09-22 02:52:08,564.56
INV-20930,Gaming Mouse,3.0,2024-07-31 20:33:15,1286.07
INV-20930,Mechanical Keyboard,3.0,2024-07-31 20:33:15,69.52
INV-20930,Gaming Mouse,4.0,2024-07-31 20:33:15,1286.07
INV-20930,Gaming Desk,2.0,2024-07-31 20:33:15,1622.67
INV-20930,,3.0,2024-07-31 20:33:15,327.85
INV-20931,Capture Card,1.0,2025-01-02 03:59:25,1186.75
INV-20931,Graphics Card,1.0,2025-01-02 03:59:25,461.96
INV-20931,Sound Card,2.0,2025-01-02 03:59:25,693.7
INV-20932,Gaming Controller,4.0,2025-03-09 02:22:24,72.54
INV-20932,,1.0,2025-03-09 02:22:24,1786.52
INV-20932,SSD 1TB,1.0,2025-03-09 02:22:24,1478.21
INV-20932,Power Supply,1.0,2025-03-09 02:22:24,452.9
INV-20932,Mechanical Keyboard,1.0,2025-03-09 02:22:24,69.52
INV-20933,Processor,3.0,2024-07-04 19:22:37,327.85
INV-20933,External Hard Drive,4.0,2024-07-04 19:22:37,456.47
INV-20934,RGB Lighting Kit,1.0,2025-02-27 13:26:46,1098.98
INV-20934,Gaming Backpack,2.0,2025-02-27 13:26:46,1698.04
INV-20934,,4.0,2025-02-27 13:26:46,564.56
INV-20935,Gamepad,2.0,2024-10-27 12:57:33,1615.52
INV-20936,RAM 32GB,2.0,2024-06-02 11:30:34,686.46
INV-20936,Gaming Glasses,3.0,2024-06-02 11:30:34,203.64
INV-20936,RGB Lighting Kit,3.0,2024-06-02 11:30:34,1098.98
INV-20936,Gaming Backpack,3.0,2024-06-02 11:30:34,1698.04
INV-20937,Power Supply,1.0,2024-12-09 02:47:09,452.9
INV-20938,RAM 32GB,4.0,2024-09-07 16:21:54,686.46
INV-20938,Capture Card,2.0,2024-09-07 16:21:54,1186.75
INV-20938,Gaming Backpack,4.0,2024-09-07 16:21:54,1698.04
INV-20938,Mouse Pad,1.0,2024-09-07 16:21:54,413.7
INV-20939,CPU Cooler,2.0,2024-12-31 09:27:28,855.41
INV-20939,Surround Speakers,4.0,2024-12-31 09:27:28,1215.38
INV-20939,Gaming Glasses,2.0,2024-12-31 09:27:28,203.64
INV-20939,RAM 16GB,2.0,2024-12-31 09:27:28,1915.28
INV-20940,Gaming Backpack,,2024-06-03 23:51:47,1698.04
INV-20940,VR Headset,4.0,2024-06-03 23:51:47,1786.52
INV-20941,RAM 16GB,,2025-04-17 06:30:37,1915.28
INV-20941,VR Headset,4.0,2025-04-17 06:30:37,1786.52
INV-20942,Gaming Chair,1.0,2024-09-16 17:29:48,564.56
INV-20942,Graphics Card,2.0,2024-09-16 17:29:48,461.96
INV-20942,CPU Cooler,4.0,2024-09-16 17:29:48,855.41
INV-20942,Gaming Controller,3.0,2024-09-16 17:29:48,72.54
INV-20942,RAM 32GB,4.0,2024-09-16 17:29:48,686.46
INV-20943,External Hard Drive,1.0,2025-04-07 23:39:12,456.47
INV-20943,CPU Cooler,1.0,2025-04-07 23:39:12,855.41
INV-20944,Joystick,2.0,2025-03-08 08:42:31,1402.32
INV-20945,Gaming Monitor,3.0,2025-03-06 22:37:46,192.14
INV-20945,Mouse Pad,3.0,2025-03-06 22:37:46,413.7
INV-20945,Gaming Headset,3.0,2025-03-06 22:37:46,79.0
INV-20945,Gaming Desk,2.0,2025-03-06 22:37:46,
INV-20946,Gaming Backpack,1.0,2025-03-21 03:36:46,1698.04
